source,hand_index,hand,confidence,index_pip,index_dip,middle_pip,middle_dip,ring_pip,ring_dip,pinky_pip,pinky_dip,thumb_index_angle,thumb_mcp_abduction,wrist_lateral_deviation,knuckle_bridge,wrist_knuckle_tilt,wrist_height_delta,mean_finger_curvature,wrist_lateral_deviation_deg,hand_arch_ratio,thumb_lateral_offset,mcp_dome_spread,score_wrist_height,score_finger_curvature,score_thumb_position,score_wrist_lateral,score_hand_arch,severity_wrist_height,severity_finger_curvature,severity_thumb_position,severity_wrist_lateral,severity_hand_arch,composite_score
fgood/6.png,0,right,0.9782,104.92,96.88,90.81,94.55,103.68,98.44,98.33,99.45,32.28,45.61,-4.19,163.74,83.8,-0.0131,98.45,-4.19,0.1717,0.0946,0.0493,100.0,63.2,100.0,100.0,100.0,good,warning,good,good,good,90.8
fgood/7.png,0,left,0.9191,139.15,134.75,136.19,134.48,143.23,135.02,133.52,135.99,12.21,26.98,-2.8,159.76,93.58,0.1033,137.19,-2.8,0.3322,0.2074,0.0269,100.0,100.0,61.0,100.0,100.0,good,good,warning,good,good,94.2
fgood/7.png,1,right,0.9141,134.94,134.92,140.38,143.34,142.49,137.46,138.54,137.42,11.38,33.07,-2.32,155.84,90.82,0.1081,139.11,-2.32,0.3561,0.2262,0.0465,100.0,100.0,56.9,100.0,100.0,good,good,warning,good,good,93.5
fgood/8.png,0,left,0.9057,150.55,156.16,153.31,155.95,161.08,147.66,156.28,160.53,49.64,53.47,-21.24,159.03,81.58,-0.0104,156.11,-21.24,0.3771,0.1764,0.0654,100.0,100.0,100.0,55.0,100.0,good,good,good,warning,good,93.3
fgood/9.png,0,right,0.8807,132.89,138.72,138.34,134.26,136.87,137.78,131.79,137.95,50.27,56.48,0.13,142.68,90.55,0.1359,134.28,0.13,0.5923,0.1927,0.0732,100.0,100.0,100.0,100.0,59.3,good,good,good,good,warning,91.9
fgood/10.png,0,left,0.8895,116.9,114.69,124.31,119.76,124.27,121.2,114.29,116.46,65.38,76.61,5.23,160.15,81.04,-0.1474,120.25,5.23,0.2534,0.2379,0.0485,72.2,100.0,70.3,100.0,100.0,warning,good,warning,good,good,88.6
fgood/10.png,1,right,0.9289,140.43,130.85,138.52,133.7,134.08,141.44,136.77,129.26,68.72,77.88,3.24,158.25,92.81,0.3759,136.35,3.24,0.3265,0.2218,0.0727,56.0,100.0,60.8,100.0,100.0,warning,good,warning,good,good,83.1
fgood/11.png,0,left,0.9097,101.7,100.2,101.65,98.02,99.43,102.2,96.38,99.94,48.45,59.83,-0.95,155.9,94.87,0.0611,100.81,-0.95,0.3388,0.1931,0.0517,100.0,68.5,100.0,100.0,100.0,good,warning,good,good,good,92.1
fgood/12.png,0,right,0.9605,126.54,116.92,123.11,122.17,121.0,125.16,119.75,121.4,11.72,25.26,-4.11,168.67,93.17,0.1617,124.01,-4.11,0.149,0.2021,0.0333,100.0,100.0,58.6,100.0,100.0,good,good,warning,good,good,93.8
fgood/13.png,0,left,0.9756,138.69,137.87,135.34,138.08,140.18,139.11,137.0,137.68,39.7,54.45,20.08,151.88,89.73,0.0198,140.22,20.08,0.4175,0.1127,0.0549,100.0,100.0,100.0,59.7,100.0,good,good,good,warning,good,94.0
fgood/13.png,1,right,0.9212,148.36,141.34,142.85,147.74,139.23,141.5,146.69,145.79,44.0,55.36,16.55,156.82,93.03,0.1004,144.22,16.55,0.3206,0.1744,0.0678,100.0,100.0,100.0,73.8,100.0,good,good,good,warning,good,96.1
fgood/14.png,0,left,0.9235,149.92,146.81,156.72,155.94,155.77,157.05,153.58,145.67,30.35,54.18,5.45,170.36,93.01,0.1618,149.99,5.45,0.0876,0.1206,0.0374,100.0,100.0,100.0,100.0,73.0,good,good,good,good,warning,94.6
fgood/15.png,0,right,0.995,146.02,145.64,151.21,145.17,136.83,141.11,144.26,145.28,66.48,78.43,5.42,148.71,95.63,0.3447,144.03,5.42,0.407,0.2653,0.078,63.8,100.0,67.2,100.0,100.0,warning,good,warning,good,good,86.0
fgood/16.png,0,left,0.9615,91.77,89.47,97.98,93.32,94.44,92.51,93.16,95.35,48.89,55.47,-6.12,161.2,89.59,0.0339,94.54,-6.12,0.2722,0.174,0.0443,100.0,54.5,100.0,100.0,100.0,good,warning,good,good,good,88.6
fgood/16.png,1,right,0.9667,166.86,171.82,169.74,170.74,171.31,165.94,166.47,164.8,42.96,53.83,0.75,152.74,92.75,0.1696,169.08,0.75,0.4175,0.1373,0.0725,100.0,54.6,100.0,100.0,100.0,good,warning,good,good,good,88.6
fgood/17.png,0,left,0.9653,152.04,153.54,154.44,147.65,148.66,148.98,147.51,149.69,11.52,27.31,6.21,162.45,92.89,-0.0156,147.52,6.21,0.2375,0.2172,0.0497,100.0,100.0,57.6,100.0,100.0,good,good,warning,good,good,93.6
fgood/18.png,0,right,0.9353,121.32,116.45,123.79,123.2,121.56,120.23,122.04,113.7,44.61,51.53,17.15,160.32,89.2,0.0066,120.58,17.15,0.2784,0.1568,0.0422,100.0,100.0,100.0,71.4,100.0,good,good,good,warning,good,95.7
fgood/19.png,0,left,0.8744,139.7,138.26,134.17,133.86,131.98,147.21,133.35,136.4,49.55,58.67,-7.17,170.82,89.1,0.1141,137.13,-7.17,0.0814,0.1408,0.0265,100.0,100.0,100.0,100.0,67.8,good,good,good,good,warning,93.6
fgood/19.png,1,right,0.8828,125.38,127.52,122.09,129.03,125.31,128.16,127.88,126.12,36.08,49.53,-4.56,170.83,95.07,0.1214,126.73,-4.56,0.0765,0.143,0.0409,100.0,100.0,100.0,100.0,63.8,good,good,good,good,warning,92.8
fgood/20.png,0,left,0.8779,134.84,126.94,135.71,130.13,128.32,134.75,132.25,136.04,12.24,28.71,2.78,157.69,97.96,0.3336,131.06,2.78,0.3544,0.1952,0.0594,66.6,100.0,61.2,100.0,100.0,warning,good,warning,good,good,85.8
fwarning/1.png,0,left,0.9226,171.28,162.51,165.1,167.54,164.46,162.47,165.14,165.67,40.84,56.25,2.4,165.19,94.26,0.3041,165.34,2.4,0.1537,0.1498,0.0406,74.0,73.3,100.0,100.0,100.0,warning,warning,good,good,good,86.8
fwarning/1.png,1,right,0.9578,96.04,96.78,99.33,98.05,93.52,93.85,96.67,102.49,33.68,42.32,3.72,156.35,96.51,0.3696,97.39,3.72,0.3617,0.1585,0.0669,57.6,60.9,100.0,100.0,100.0,warning,warning,good,good,good,79.6
fwarning/2.png,0,left,0.8672,139.96,137.14,137.45,138.84,136.89,140.11,142.79,137.28,71.39,80.44,-1.76,160.99,83.08,-0.1563,136.99,-1.76,0.3125,0.243,0.0641,69.6,100.0,53.2,100.0,100.0,warning,good,warning,good,good,85.4
fwarning/3.png,0,right,0.9833,115.27,117.75,118.69,121.06,123.27,120.6,121.74,115.59,23.35,42.28,16.4,154.28,89.43,-0.1396,120.2,16.4,0.306,0.1869,0.055,74.4,100.0,100.0,74.4,100.0,warning,good,good,warning,good,89.8
fwarning/4.png,0,left,0.8838,133.02,128.52,129.41,123.92,131.35,127.97,131.73,132.17,32.78,40.46,-2.8,173.85,95.72,0.3508,130.33,-2.8,-0.0071,0.1185,0.0311,62.3,100.0,100.0,100.0,0.0,warning,good,good,good,critical,70.6
fwarning/4.png,1,right,0.9671,134.17,134.13,139.01,137.14,134.65,138.22,139.48,137.01,49.97,58.85,1.08,140.22,101.13,0.313,135.57,1.08,0.6968,0.1931,0.1035,71.8,100.0,100.0,100.0,29.5,warning,good,good,good,critical,78.8
fwarning/5.png,0,left,0.9293,140.8,135.44,139.63,133.04,136.04,141.35,138.5,138.78,36.4,55.76,0.91,159.12,93.57,0.328,137.77,0.91,0.3659,0.152,0.0531,68.0,100.0,100.0,100.0,100.0,warning,good,good,good,good,92.0
fwarning/6.png,0,right,0.9758,97.03,103.53,100.75,94.62,100.94,100.14,98.27,96.94,27.47,40.39,-20.16,158.11,88.62,-0.1782,99.52,-20.16,0.2597,0.1276,0.0442,63.4,65.6,100.0,59.4,100.0,warning,warning,good,warning,good,76.1
fwarning/7.png,0,left,0.9492,153.93,158.35,156.84,148.99,152.01,149.41,154.8,149.87,68.23,70.31,1.6,153.05,80.83,-0.1862,155.18,1.6,0.4064,0.2617,0.0584,61.1,100.0,62.2,100.0,100.0,warning,good,warning,good,good,84.6
fwarning/7.png,1,right,0.9076,141.82,140.55,140.68,130.73,140.06,137.73,137.17,135.14,11.12,25.75,-7.1,156.11,87.23,-0.1318,136.98,-7.1,0.3805,0.1856,0.0626,76.6,100.0,55.6,100.0,100.0,warning,good,warning,good,good,87.5
fwarning/8.png,0,left,0.8644,141.84,150.09,137.65,145.45,138.44,150.43,148.04,143.79,29.78,42.54,-20.15,138.59,75.79,-0.1806,144.17,-20.15,0.7239,0.1319,0.0952,62.7,100.0,100.0,59.4,21.7,warning,good,good,warning,critical,68.9
fwarning/9.png,0,right,0.9296,141.54,148.63,141.75,150.36,145.09,145.84,145.18,142.02,48.5,55.69,21.33,146.97,84.1,-0.1952,142.84,21.33,0.5405,0.1751,0.0659,58.5,100.0,100.0,54.7,74.1,warning,good,good,warning,warning,77.7
fwarning/10.png,0,left,0.9105,120.16,117.83,118.15,126.08,119.03,117.86,118.61,115.99,50.17,62.27,5.7,158.07,96.61,0.353,119.67,5.7,0.3266,0.2186,0.0408,61.8,100.0,100.0,100.0,100.0,warning,good,good,good,good,90.4
fwarning/10.png,1,right,0.9596,130.54,125.77,135.32,134.36,128.97,129.13,126.9,129.24,31.65,47.53,-7.6,163.62,95.84,0.3804,129.49,-7.6,0.2628,0.1236,0.0382,54.9,100.0,100.0,100.0,100.0,warning,good,good,good,good,88.7
fwarning/11.png,0,left,0.9405,96.51,102.06,93.07,92.13,99.54,100.19,100.33,96.43,37.72,49.46,8.2,156.0,85.43,-0.1293,99.55,8.2,0.3,0.0986,0.0525,77.3,65.7,100.0,100.0,100.0,warning,warning,good,good,good,85.8
fwarning/12.png,0,right,0.9845,122.4,125.98,127.47,125.85,133.08,127.34,114.74,124.2,67.57,72.49,3.28,130.0,95.73,0.3074,125.22,3.28,0.8326,0.2373,0.0858,73.2,100.0,64.1,100.0,0.0,warning,good,warning,good,critical,67.9
fwarning/13.png,0,left,0.9447,116.16,129.48,119.2,123.4,127.07,121.37,125.09,117.95,33.62,51.36,17.17,155.92,98.59,0.3575,123.31,17.17,0.3944,0.103,0.0598,60.6,100.0,100.0,71.3,100.0,warning,good,good,warning,good,85.9
fwarning/13.png,1,right,0.9728,143.61,139.0,144.18,141.35,149.82,140.31,145.82,143.64,35.33,43.33,19.71,170.7,93.82,0.3601,141.38,19.71,0.1581,0.0767,0.0512,60.0,100.0,100.0,61.2,100.0,warning,good,good,warning,good,84.2
fwarning/14.png,0,left,0.9302,116.97,117.9,124.34,120.07,121.52,116.59,117.68,120.49,45.69,55.05,-2.25,170.06,101.41,0.3884,121.14,-2.25,0.0801,0.1841,0.0265,52.9,100.0,100.0,100.0,66.8,warning,good,good,good,warning,81.6
fwarning/15.png,0,right,0.9079,126.65,128.54,130.75,125.37,131.49,126.18,132.95,131.22,35.92,50.51,20.14,152.16,96.49,0.3648,128.44,20.14,0.4004,0.1297,0.0417,58.8,100.0,100.0,59.4,100.0,warning,good,good,warning,good,83.6
fwarning/16.png,0,left,0.916,170.67,167.02,161.99,170.92,161.72,164.75,168.86,167.84,46.13,63.59,0.15,176.16,90.88,0.318,166.28,0.15,-0.003,0.159,0.0315,70.5,68.6,100.0,100.0,0.0,warning,warning,good,good,critical,64.8
fwarning/16.png,1,right,0.9868,94.34,104.52,103.05,101.97,102.56,103.08,98.93,106.3,32.93,40.59,6.35,134.66,100.71,0.3252,101.36,6.35,0.8406,0.1046,0.0972,68.7,69.7,100.0,100.0,0.0,warning,warning,good,good,critical,64.6
fwarning/17.png,0,left,0.8887,132.95,134.28,129.17,125.36,132.52,126.28,130.43,129.3,67.23,80.64,-5.57,154.6,93.62,0.379,130.05,-5.57,0.4074,0.2354,0.0637,55.2,100.0,65.1,100.0,100.0,warning,good,warning,good,good,83.6
fwarning/18.png,0,right,0.9267,141.14,139.61,143.41,142.85,138.57,143.8,143.67,146.89,31.32,42.18,18.86,159.36,95.91,0.3402,142.31,18.86,0.3695,0.0952,0.0648,65.0,100.0,100.0,64.6,100.0,warning,good,good,warning,good,85.9
fwarning/19.png,0,left,0.9303,129.8,134.0,128.68,128.91,132.03,129.12,128.51,134.72,36.51,46.43,-3.91,176.32,80.22,-0.1669,130.66,-3.91,0.0654,0.1263,0.0266,66.6,100.0,100.0,100.0,54.5,warning,good,good,good,warning,82.6
fwarning/19.png,1,right,0.9188,130.47,137.94,135.47,134.45,131.1,136.16,131.13,140.75,51.22,60.58,-4.79,168.28,82.68,-0.132,137.71,-4.79,0.064,0.2,0.0292,76.6,100.0,100.0,100.0,53.3,warning,good,good,good,warning,84.8
fwarning/20.png,0,left,0.9446,132.76,141.51,133.27,144.67,137.73,135.33,133.55,137.42,45.27,58.57,-3.7,130.13,95.91,0.3844,137.66,-3.7,0.841,0.1807,0.0841,53.9,100.0,100.0,100.0,0.0,warning,good,good,good,critical,68.5
fcritical/1.png,0,left,0.8782,178.0,175.1,173.66,169.49,172.77,175.03,177.35,172.89,69.08,81.19,-25.39,143.98,102.08,0.3579,178.17,-25.39,0.5907,0.2491,0.0794,60.5,9.2,59.8,38.4,59.8,warning,critical,warning,critical,warning,44.1
fcritical/1.png,1,right,0.8884,82.57,85.2,82.04,80.01,84.59,75.57,87.34,79.26,70.46,79.9,34.15,173.06,96.99,0.3313,83.35,34.15,0.063,0.2789,0.0286,67.2,29.7,55.8,3.4,52.5,warning,critical,warning,critical,warning,43.6
fcritical/2.png,0,left,0.9717,150.74,152.19,155.98,152.58,152.5,155.39,152.23,150.14,3.52,15.57,17.82,136.17,83.62,-0.2022,153.08,17.82,0.8104,0.2306,0.1057,56.5,100.0,17.6,68.7,0.0,warning,good,critical,warning,critical,52.1
fcritical/3.png,0,right,0.963,166.71,169.57,170.35,163.21,168.56,169.09,163.19,164.06,11.9,25.74,30.69,169.05,81.31,-0.2421,165.42,30.69,0.0773,0.2074,0.0226,45.1,72.9,59.5,17.2,64.4,critical,warning,warning,critical,warning,53.9
fcritical/4.png,0,left,0.8637,116.62,123.34,120.06,117.97,114.93,116.85,117.41,110.69,63.35,73.97,-15.92,130.0,85.68,-0.1479,118.8,-15.92,0.8405,0.225,0.1272,72.0,100.0,76.1,76.3,0.0,warning,good,warning,warning,critical,65.9
fcritical/4.png,1,right,0.9902,151.74,164.28,150.07,152.91,160.33,151.43,151.76,154.46,63.37,73.68,21.94,134.26,81.44,-0.1729,154.0,21.94,0.7765,0.2374,0.0985,64.9,100.0,76.1,52.2,6.7,warning,good,warning,warning,critical,61.8
fcritical/5.png,0,left,0.9532,102.24,105.78,103.24,105.98,103.62,94.73,101.62,108.73,76.56,88.89,-17.65,172.59,99.92,0.4921,103.42,-17.65,0.0668,0.2796,0.0416,27.0,74.3,38.4,69.4,55.7,critical,warning,critical,warning,warning,52.6
fcritical/6.png,0,right,0.9182,153.78,153.94,152.37,147.66,148.62,154.66,148.16,153.23,68.97,75.18,-24.42,141.6,83.77,-0.1723,152.44,-24.42,0.5981,0.2894,0.0807,65.1,100.0,60.1,42.3,57.7,warning,good,warning,critical,warning,68.2
fcritical/7.png,0,left,0.8695,98.68,99.24,93.65,99.59,95.98,101.21,98.84,100.32,5.22,15.38,21.03,177.69,83.65,-0.154,100.0,21.03,-0.0114,0.2193,0.0358,70.3,66.7,26.1,55.9,0.0,warning,warning,critical,warning,critical,46.5
fcritical/7.png,1,right,0.9747,91.92,91.25,97.58,93.99,99.35,88.58,90.38,97.88,93.92,90.0,-19.34,136.22,96.1,0.3873,94.15,-19.34,0.6751,0.3405,0.0894,53.2,53.7,0.0,62.6,35.7,warning,warning,critical,warning,critical,43.2
fcritical/8.png,0,left,0.8941,118.14,127.59,119.19,117.77,120.79,116.06,120.19,112.24,13.9,32.52,28.65,172.14,103.64,0.6002,119.46,28.65,0.0732,0.2075,0.0231,0.0,100.0,69.5,25.4,61.0,critical,good,warning,critical,warning,51.4
fcritical/9.png,0,right,0.9507,67.82,66.54,68.64,71.11,67.94,67.17,68.88,70.44,13.02,36.87,-16.7,133.45,87.81,-0.1506,69.26,-16.7,0.7439,0.1931,0.079,71.3,0.0,65.1,73.2,16.0,warning,critical,warning,warning,critical,41.8
fcritical/10.png,0,left,0.9653,146.63,142.19,152.17,146.01,152.68,147.41,150.04,150.25,-1.5,18.4,18.92,146.97,103.79,0.4263,148.3,18.92,0.5906,0.2478,0.0907,43.4,100.0,0.0,64.3,59.8,critical,good,critical,warning,warning,57.5
fcritical/10.png,1,right,0.9078,137.02,149.0,149.59,142.18,143.09,140.98,145.39,141.38,86.4,90.0,18.37,174.48,81.09,-0.3517,141.39,18.37,0.0895,0.3682,0.0208,13.8,100.0,10.3,66.5,74.6,critical,good,critical,warning,warning,54.9
fcritical/11.png,0,left,0.9303,72.22,78.4,76.43,78.01,75.53,84.24,72.88,74.34,10.91,29.34,29.34,145.69,79.63,-0.1694,76.08,29.34,0.5843,0.2423,0.0622,65.9,13.5,54.5,22.6,61.6,warning,critical,warning,critical,warning,43.8
fcritical/12.png,0,right,0.9248,153.45,147.47,148.89,148.71,156.28,151.09,154.55,147.9,79.42,85.88,-16.83,171.21,98.33,0.3652,149.66,-16.83,0.0404,0.2855,0.0329,58.7,100.0,30.2,72.7,33.7,warning,good,critical,warning,critical,61.8
